Date,Physical,Intellectual,Emotional,Passion,Wisdom,Mastery,Average,Intuitional,Aesthetic,Self-Awareness,Spiritual
2001-03-12 00:00:00,0.8169698930104582,0.22252093395617858,-0.2817325568413448,0.2676186680845567,-0.029605811442583105,0.5197454134833184,0.25258609004176397,-0.7357239106729648,-0.6673188112221482,0.3826834323650147,-0.9473263538542287
2001-03-12 01:00:00,0.8103529996191224,0.2133957855574903,-0.28933557106390084,0.2605087142776108,-0.03796989275320527,0.5118743925883064,0.24480440470423728,-0.7310403845711475,-0.6627720315838913,0.3776387842011078,-0.9488967986997185
2001-03-12 02:00:00,0.8036311154545855,0.2042519817888955,-0.29692037532881915,0.2533553700628832,-0.046334196769961825,0.5039415486217406,0.23698757397155398,-0.7263221600483789,-0.6582006843203232,0.3725829021435283,-0.9504440907402881
2001-03-12 03:00:00,0.7968051114150234,0.19509032201501708,-0.3044864922709802,0.24615930957202162,-0.05469808512798155,0.49594771671502025,0.22913631371968676,-0.721569461052534,-0.6536049388827669,0.36751593659408893,-0.9519681922224632
2001-03-12 04:00:00,0.78987587189129,0.18591160716236957,-0.3120334456987902,0.23892121309624992,-0.06306091926821032,0.4878937395268298,0.22125134445162312,-0.7167825131681163,-0.6489849656262597,0.3624380382834707,-0.9534690659583384
2001-03-12 05:00:00,0.7828442946457492,0.17671663964576798,-0.31956076063064887,0.23164176700755018,-0.07142206049244045,0.4797804671457586,0.21333339122028946,-0.7119615436042844,-0.6443409358028717,0.3573493582667299,-0.954946675327585
2001-03-12 06:00:00,0.7757112907037094,0.1675062233035365,-0.3270679633183454,0.22432166369268197,-0.07978087000740446,0.4716087570036229,0.2053831835629668,-0.7071067811859642,-0.6396730215584772,0.3522500479204981,-0.9564009842766876
2001-03-12 07:00:00,0.7684777842286888,0.15828116332366612,-0.33455458127905263,0.2169616014748181,-0.08813670897769325,0.4633794737761775,0.1974014554244341,-0.7022184563417246,-0.634981395922563,0.3471402589384878,-0.9578319573209323
2001-03-12 08:00:00,0.7611447124077885,0.1490422661743159,-0.34202014332720615,0.20956228454029116,-0.09648893857644512,0.4550934892910522,0.1893889450849661,-0.6972968010931572,-0.6302662328049473,0.34202014332485214,-0.9592395595449942
2001-03-12 09:00:00,0.7537130253256443,0.13979033953331044,-0.34946417960072673,0.2021244228624588,-0.10483692003370815,0.4467516824294774,0.181346395086076,-0.6923420490438615,-0.6255277069865305,0.33688985339093447,-0.9606237566037901
2001-03-12 10:00:00,0.7461836858460202,0.13052619221753137,-0.35688622159359057,0.19464873212621484,-0.1131800146880296,0.4383549390317758,0.17327455215665366,-0.6873544353680286,-0.6207659941156332,0.33174954175202476,-0.9619845147233157
2001-03-12 11:00:00,0.7385576694823073,0.12125063411220954,-0.3642858021840261,0.18713593364914058,-0.12151758403590829,0.4299041517972584,0.16517416713683022,-0.6823341968005966,-0.6159812706986544,0.3265993613202529,-0.9633218007013482
2001-03-12 12:00:00,0.7308359642753265,0.11196447610012361,-0.37166245566264694,0.17958675430633977,-0.12984898978126166,0.42140022018772505,0.1570459949042677,-0.6772815716240391,-0.6111737140963736,0.3214394653013198,-0.9646355819087461
2001-03-12 13:00:00,0.7230195706635457,0.10266852999071147,-0.37901571776472753,0.1720019264494091,-0.13817359388700803,0.41284405032712856,0.14889079429650987,-0.6721967996583702,-0.6063435025145176,0.3162700071912337,-0.9659258262895073
2001-03-12 14:00:00,0.7151095013515535,0.09336360844910073,-0.38634512569604046,0.16438218782775652,-0.14649075862346986,0.4042365549003271,0.14070932803487127,-0.6670801222494331,-0.6014908150000279,0.3110911407691633,-0.9671925023620456
2001-03-12 15:00:00,0.7071067811832413,0.08405052492506435,-0.39365021816493706,0.15672828150915213,-0.15479984661993634,0.39557865305415285,0.13250236264778956,-0.6619317822574452,-0.5966158314315362,0.3059030200941498,-0.9684355792198344
2001-03-12 16:00:00,0.6990124470039674,0.07473009358190766,-0.40093053541010903,0.14904095579692916,-0.1631002209141007,0.3868712702929375,0.12427066839192198,-0.6567520240451274,-0.591718732515598,0.30070579950182563,-0.9696550265321612
2001-03-12 17:00:00,0.690827547531336,0.065403129225293,-0.4081856192282791,0.14132096415152845,-0.17139124500149305,0.3781153383783145,0.11601501917611663,-0.6515410934674757,-0.5867996997770801,0.2954996335972274,-0.9708508145448677
2001-03-12 18:00:00,0.6825531432141505,0.056070447232008255,-0.4154150130059561,0.1335690651040972,-0.17967228288697393,0.3693117952230794,0.10773619248006755,-0.64629923785804,-0.5818589155553582,0.29028467725149176,-0.9720229140810752
2001-03-12 19:00:00,0.6741903060995794,0.04673286347868545,-0.42261826174484657,0.12578602217736642,-0.18794269913308057,0.3604615847891324,0.0994349692778061,-0.6410267060185506,-0.5768965629946191,0.2850610855985554,-0.9731712965418973
2001-03-12 20:00:00,0.6657401196923293,0.03739119427047558,-0.42979491209339526,0.117972603799467,-0.19620185891145983,0.3515656569814024,0.09111213395646985,-0.6357237482067676,-0.5719128260400235,0.27982901402793187,-0.9742959339070346
2001-03-12 21:00:00,0.6572036788135786,0.02804625627059518,-0.4369445123732497,0.11012958322016442,-0.20444912805132726,0.3426249675420869,0.08276847423697468,-0.630390616124956,-0.5669078894286723,0.27458861818226454,-0.9753967987357706
2001-03-12 22:00:00,0.6485820894577109,0.018698866425296178,-0.4440666126097405,0.1022577384239852,-0.21268387309222217,0.33364047794150353,0.07440478109108885,-0.6250275629065282,-0.5618819386823664,0.2693400539500761,-0.9764738641674227
2001-03-12 23:00:00,0.6398764686552104,0.009349841897901248,-0.45116076455814813,0.09435785204853114,-0.22090546133012345,0.3246131552765558,0.06602184866498784,-0.6196348431061418,-0.5568351601041058,0.2640834774655035,-0.9775271039218064
2001-03-13 00:00:00,0.6310879443203776,-6.2695018349498564e-12,-0.4582265217319304,0.08643071129422361,-0.22911326086909994,0.31554397215705404,0.057620474194059225,-0.6142127126862111,-0.5517677407670588,0.258819045099281,-0.9785564923001792
2001-03-13 01:00:00,0.6222176551107251,-0.009349841910439704,-0.4652634394328521,0.07847710783893652,-0.2373066406716459,0.3064339066001427,0.049201457922477765,-0.6087614290051089,-0.5466798685110158,0.2535469134558348,-0.979562004185765
